Headline,Attention
How Often Does A Football Player Make You Cry? Depends On How Many Times You Watch This Video.,1
This Guy Is A Football Player. He's Also A Boy Who Misses His Mom.,0
An Anti-Gay Scoutmaster Gets A Hard Life Lesson From A Straight Boy Scout And A Gay News Anchor,1
"The Boy Scout Motto Is 'Always Be Prepared.' Clearly, The Anti-Gay Scoutmaster Didn't Get The Memo.",0
Everybody's Favorite Homophobe Meets Neil Patrick Harris,1
The Way Homophobia In America Dies Out,0
The One Cause That Has The Tea Party And Progressives Marching Side By Side,1
Why Would Anyone Run A 5k Dressed As A $100 Bill?,0
"Something Tells Me Exxon Won't Be Running This Ad Anytime Soon 
",1
"Who Needs A Gas Station When You've Got A Perfectly Good Front Lawn To Spill Oil On Instead? 
",0
"After This, You’ll Never Look At The Ocean The Same Way Again",1
Extreme City Makeover: Mother Earth Edition,0
"Move Over Pussy Riot, These Pakistani Dudes Might Die For Doing This",1
Find This Under 'Exhibit A' In The 'How To Piss Off A Dictator' Handbook,0
This Is What Democracy Looks Like When A Nerd Does It,1
Patton Oswalt Proves That A Good Filibuster Doesn't Have To Be Boring,0
Representative Brian Sims Brings The House Down With A Single Sentence About Abortion,1
Representative Brian Sims Reminds Anti-Abortion Senators How To Do Their Jobs,0
Representative Brian Sims Brings The House Down With A Single Sentence About Abortion,1
What Anti-Abortion Senators Seem To Be Forgetting About How To Do Their Jobs,0
The People Who Approved These Ads Have A Lot Of Explaining To Do,1
"Here's How Sexist Advertising Affects Women. But Do You Know How It Affects Men, Too?",0
A Congressman Decided To Insult A 4-Star General And Then Tried To Walk Out. HAHAHA.,1
A Congressman Taking Money From A Defense Contractor Tried To Shame A 4-Star General. Didn't Work.,0
A Bunch Of People In Israel Were Asked What They'd Wish For. Their Answers May Surprise You.,1
What Do The Israelis And The Palestinians Really Want? This.,0
A Bunch Of People In Jerusalem Were Asked What They'd Wish For. Their Answers May Surprise You.,1
Here's Something You Don't See In Jerusalem Every Day...,0
This Man Tells A Senate Subcommittee About Al-Qaeda's Best Recruiting Technique. It Will Shock You,1
The Testimony President Obama Really Needs To Hear,0
From Honorably Discharged To Absolutely Nothing: An American Tragedy,1
Inside A Slow-Motion Tragedy We Can All Tackle Together,0
"Some Jerks Freaked Out About A Gay NBA Player, So The President And The Internet Responded Like This",1
"If An NBA Player Being Gay Makes You Panic, Then This Will Give You A Heart Attack",0
This Waitress Is About To Get A $500 Tip. Watch Her Reaction.,1
"Aaron’s Last Wish Was To Tip A Waitress $500, So His Family’s Been Doing It All Year",0
"A Seriously Scary Thing Is Scheduled To Happen In New York This November
",1
Think New Yorkers Are Cranky Now? Wait Until They’re Living Over A Giant Pipeline Of Dangerous Gas,0
An Interviewer Asks An Expert What We Can Do To Stay Safer. Her Answer Is Not What I Expected.,1
Here's Your Invitation To Play The Save-The-World Symphony.,0
Some Big Things Are Hiding Right In Front Of You. And In You.,1
Want To See The World Around You? Are You Sure?,0
"A Seriously Scary Thing Is Scheduled To Happen In New York This November
",1
Think New Yorkers Are Cranky Now? Wait Until They’re Living Over A Giant Pipeline Of Dangerous Gas,0
3 Words I Wish I'd Heard When My Boyfriend Cheated On Me,1
TELL NO ONE: We Have An Exclusive Page From The Most Inspiring Book Coming Out This Year,0
"He Wants To Be A Marine, So Why Won’t We Let Him?",1
Meet A Few Young People Who Are American In Every Way But The Papers,0
Everything You Know About Sugar Is About To Be Blown Away,1
Put Your Sugar In Perspective,0
"Wait, They Say He’d Make The Perfect Marine — So, Why Are We Trying To Get Rid Of Him?",1
Four Soul-Stirring And Thoroughly American Stories You Need To Hear,0
"14 Books The Giant Nerds At Upworthy Are Reading And Shamelessly Promoting, As If You Care",1
"If You Like Upworthy, Then You May Want To Know What The Nerds Who Work Here Are Reading And Stuff",0
People Turn To The Internet For Answers. Their Questions Will Make You Cry.,1
"Lesson #3,456 In What The Internet Can Teach Us About Ourselves",0
"This Girl Lost Her Mom, Her Grandma And Her Hearing. So Why Is This Rock Band Playing Her A Song?",1
Sign Language Won't Take Away Her Pain. Only The President And Congress Can Do That.,0
"Are We Ready For A Lady President? But I Mean, Like, Are We REALLY?",1
These Girls Shouldn't Have To Wait Twenty Years For Their Pretend Election To Become A Reality,0
Senator Al Franken On How Cheetos Are Bringing Forth The Apocalypse? Sort Of?,1
The One Where A U.S. Senator Waxes Philosophically About Cheetos?,0
Watch An Abused Child Get A Secret Help Message In Broad Daylight That His Abuser Can't See,1
How To Stop Child Abuse With Epic And Secret Ninja-Spy Messaging Action,0
Here’s What The Little Guys Can Do That The Big Guys Just Can’t,1
"Give Me 6 Minutes, And I’ll Make You A Forever Believer In Community Radio",0
What’s It Like To Leave Your Culture Behind And Be Unwelcome In Your New Home?,1
Immigrant Voices: What It Was Like Coming To America,0
Creepy Corporation Does Something So Cartoonishly Evil That We Have To Make A Dr. Evil Reference,1
"It's Rare That I Imagine A CEO Petting HIs Creepy Cat In A Volcano Lair, But This Company Is Special",0
How Al Gore Could Have Won The 2000 Presidential Election With Ease,1
How Mr. Squash Became Mayor Of Plantville,0
"Guess Who Is Responsible For 25% Of The American Diet?
",1
"It’s Going To Hurt A Lot More If We NEVER Get Stung By Bees Again
",0
You Won't Believe Who Is A Bigger Threat To America Than Osama Bin Laden,1
I Would Really Love It If Congress Stopped Trying To Kill All Of Us,0
Watch These Straight People Answer A Question Gay People Have Been Asked For Years,1
Straight People: We're Just Born This Way!,0
The Scariest Math Problem I've Ever Seen. Can You Solve It?,1
One Of These Things Is Not Like The Other One,0
"Meet Dale. Gay People Make Him Uncomfortable. Ironically, He Makes Everyone Else Uncomfortable.",1
"If Gay People Scare You, Then You Are Doing It Wrong",0
"The Earth-Shatteringly Amazing Speech That’ll Change The Way You Think About Adulthood
",1
Some Advice For Getting Through The Frustrating Moments Of Adulthood,0
Elizabeth Warren Has A New Idea That’ll Make You Swoon,1
Elizabeth Warren Has A Very Good Idea. Let’s Make It A Reality,0
How Much Does It Cost To Make Congress Ignore Something 91% Of Americans Support?,1
The United States Senate Has Over 8 Million Reasons To Be Ashamed,0
It Doesn't Take A Rocket Scientist To Understand How Much This Epic Song Rocks. Especially IN SPACE.,1
Watch A Classic And Epic Rock Song About Space Being Sung By A Space Man IN SPACE,0
The Final Act Of The Departing Commander Of The International Space Station Truly Rocked,1
I Was Unaware That They Took The Old 1980s MTV Channel Up Into Space,0
"I Think I Speak For Everyone When I Say, 'Please Keep Your Genitals Out Of Our Toy Stores.' Okay?",1
"Why Toys 'For Boys' And Toys 'For Girls' Makes No Sense
",0
What Do Prisoners Want? I'll Give You A Hint: Every American Child Gets It For Free.,1
"We Already Threw One Book At Them, Why Can't We Do It Again?",0
"I Think I Speak For Everyone When I Say, 'Please Keep Your Genitals Out Of Our Toy Stores.' Okay?",1
FLOWCHART: When It's Okay For Boys To Play With Dolls And Girls To Play With Cars,0
"How Delaware Just Ruined The List Of The Top 10 Best States
",1
Ain't No Party Like A Delaware Party Cause A Delaware Party Is Inclusive,0
"You've Heard The Anti-Gay Leviticus Bible Quote, But Have You Heard The Very Next Line?",1
A Suitable Punishment For Gay People According To Leviticus. Who's Picking And Choosing Now?,0
The One Where Bill Maher Gets Clobbered By A Knuckle-Sandwich Of Fact,1
Glenn Greenwald Scores One For Historical Context,0
"It May Look Like Graffiti, But It's Actually A Ridiculously Concise Indictment Of The Media",1
"This Is A Bleak View Of Corporate News. In Other News, It's A Pretty Accurate One.",0
Did This Billionaire Just Say What I Think He Said?,1
What Dirty Secret Did This Knight Just Reveal About His Virgin?,0
30 Classic Dr. Seuss Quotes That Will Change Your Life. Again.,1
The Greatest Quotes By Dr. Seuss Never Get Old,0
Here's A Home Video That Wouldn't Have Been Possible 20 Years Ago,1
Tell Me What It's Gonna Be Like Now That You Two Are Going To Be Grandpas',0
The Punishment For Blowing The Whistle On Government Corruption Is Horrific,1
Trying To Uncover Government Corruption? You May Have To Finish Your Investigation From Prison.,0
"When His Dad Beat His Mom, He Was Powerless To Stop Him. He's Not Powerless Now.",1
"A Starship Captain. A Superhero. A Knight. Before All That, He Was A Scared Little Boy.",0
The Zombie Bill That Could Destroy Your Right To Privacy,1
Meet The Bill That Would Let 603 Government Agencies Spy On You (Without A Warrant),0
A Kid Falls Off HIs Skateboard And The World Is WAY Better Off For It,1
It's A Good Thing This Kid Totally Biffed It Off His Skateboard,0
Meet The Happiest Man To Call HImself A Christian Who Is In No Way A Christian At All,1
Know How White People Always Save African People In Movies? They Just Make Everything Worse In This.,0
All The Men In This Video Are Awful. Thankfully All The Women In This Video Are Amazing.,1
Women Earn 78¢ On Every $1 Compared To These Men. So Some Women Are Gonna Do Something About That.,0
Why America Needs To Behave Better If We Want To Be The Greatest Nation On The Planet,1
America Is Sick Of Mass Killings. So Is Pakistan. So Is Yemen.,0
"If You Like 'Mission: Impossible,' You'll LOVE This Movie. The Problem Is, This One Isn't Fiction.",1
America Knows War. They Are War Masters.' — A Guy America Is Trying To Kill.,0
The Kind Of Girl-On-Girl Love That Everyone Can Agree On,1
"Oh Snap, Is My Favorite TV Star Building An Army Of…Young Girls?",0
Here's The Sexiest Homage You'll Ever Hear To An Inanimate Object.,1
"Move Over, John Keats. Grecian Urns Are SO 1820.",0
Best Way To Answer A Question. Hands Down.,1
"BOOM: How You Hope to Have Any Question Answered, Every Time.",0
Ten Cents Can’t Buy Anything These Days. Or Can It?,1
How Amazing Would It Be If Food Workers Didn’t Have To Struggle To Feed Their Families?,0
"They May Look Ordinary, But 16 Million Kids Have A Secret. And It Hurts. ",1
Some Of The 16 Million America Kids In Pain Could Live In Your Neighborhood. Do You Want To Help?,0
"The State Of The World Is The Question, And GIRLS Are The Answer",1
Can One Small Investment REALLY Change the Future of Humanity?,0
These Homophobic Signs Just Got Pretty Gay,1
Step 1: Put Down The Sign. Step 2: Apply Cold Water To Burn.,0
I Bet You Wouldn't Let Aliens Treat Your Mother This Way,1
"ET Go Home, This Is MY Planet To Destroy",0
"Bitch, Please.  I’m A Momma.  I got this.",1
Give Me The Highs.  Give Me The Lows.  Give Me Motherhood.,0
Take A Deep Breath And Try Not To Cough Up A Lung,1
Would You Like Your Gas Mask In White Or Original Camo?,0
"I Hope I Die With As Much Grace, Style, Courage And Love Of Life As This Kid Did",1
Cancer Wasn't A Death Sentence For This Kid. It Was A Wake Up Call.,0
This Kid Just Died. What He Left Behind Is Wonderful.,1
"If You Take Your Life For Granted, You Should Watch This Story About A Kid Who Is No Longer With Us",0
"Would You Rather Be A Jerk To Everyone, Or A Nobody? This Graduation Speech Makes It Really Obvious.",1
"Are You A Nobody? Great! According To This College Graduation Speech, You're Officially Not A Jerk.",0
"If You're Curious What Neil deGrasse Tyson Would Be Like As Your Dad,
Watch His Graduation Speech",1
"If You Mess With Human Curiosity, You're Going To Hear About It From Neil deGrasse Tyson",0
How Did This Famous Nerd Sneak Into A Secret Meeting Of The Illuminati?,1
How Do You Say Nerd In Irish?,0
We Have Found Out Who Is In The Illuminati. The Other Thing We Found Out: They Are Weird.,1
Why The Illuminati Think Matt Damon Is A Wanker,0
"One Of The Most Patriotic Things I've Ever Seen Doesn't Involve Guns, God, Or Glory",1
One Woman And An Army Of Paintbrushes Are Making Sure We Never Forget Our Army Of Fallen Heroes,0
Which 7-Letter-Word Is NOT A 4-Letter-Word (Despite What Some Politicians Would Like You To Think)?,1
The Founding Fathers Probably Would Have Hated To See America NOT Moving In Which Direction?,0
9 Places Where No Woman Has Ever Been,1
Check Out Some Of The World’s Most Crowded Sausage Fests,0
10 Magical Pieces Of Street Art That’ll Hit You Square In The Soul,1
10 Beautiful Reasons To Look Up From Your Smartphone,0
Have You Heard Of The Recent IRS Scandal? Because They Kinda Covered Up A Much Bigger One.,1
"When You Screw Up, The IRS Makes You Pay. When The IRS Screws Up, The IRS Makes You Pay.",0
Which 7-Letter-Word Is NOT A 4-Letter-Word (Despite What Some Politicians Would Like You To Think)?,1
"On The Journey For Access To Women's Healthcare, There's Just One Direction In Which We Should Move",0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
Patrick Stewart Is Basically A Wonderful And Amazing Human Being. For The Reals.,0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
I'm Not Crying. That's Just Space Rain On My Face.,0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
The Time I Really Felt Like Giving Patrick Stewart A Giant Hug For Being A Wonderful Human Being,0
