Headline,Attention Score
I Honestly Didn't Think A Video About Birds Would Make Me Cry. I Was Wrong.,1
A Short Video About Birds That's Guaranteed To Break Your Heart,0
This Is Exactly How Desperate We Are To Get Oil Out Of The Ground,1
What Would Someone From 200 Years Ago Think Of This Thing We Now Do To Get Oil Out Of The Ground?,0
This Is Why It's A Bad Idea To Be Racist In 2013. Or Ever.,1
This Is Why It's The Worst Time In History To Be A Racist,0
Watch A Nervous Mom Make An Heroic Phone Call While Her Kid Naps,1
Watch This Mom Check “Gun Control Advocacy” Off Of Her To-Do List,0
I Bet A Lot More People Would Become Librarians If They Got To Do It Like This,1
Why Would A Librarian Need To Know How To Sail?,0
Trying To Get Richer? Here's Why You Can Pretty Much Give Up Now.,1
Where The Hell Is All The Money America Made In The Past 20 Years?,0
A Depressing Map Of The US That Will Make You Not Want To Have Babies,1
MAP: Why You Should Move To Canada To Have Your Baby,0
What Do These Celebrities Hate More Than Paparazzi?,1
"Yoko Ono, Sean Lennon, Joseph Gordon Levitt, Liv Tyler, Susan Sarandon, Fred Armisen...",0
Germ Warfare? Laughable. We Have A Virus On Earth That Could Literally Destroy The Everything.,1
"If You Start Coughing, BE CAREFUL! It Might Literally Be The End Of The World.",0
There's A Reason This Is Still My Favorite Internet Video Of All Time,1
A Brilliant Speech From 1940 That's Somehow Even More Relevant Today,0
Watch The Kindest Smackdown I've Ever Seen,1
How 1 Conversation Can Make You Smarter,0
Elizabeth Warren Asks The Most Obvious Question Ever And Stumps A Bunch Of Bank Regulators,1
"Elizabeth Warren Nails Bank Regulators To The Wall, Asks Them When Was Last Time They Did Their Job",0
I've Never Met A 15-Year-Old And Thought 'She's Gonna Run The World One Day.' Yet Here We Are.,1
"A Teen Girl Who Loves Fashion? And She's A Feminist?! Stop, My Head Is Exploding!",0
Why Is The NRA Defending The Rights Of African Warlords?,1
How The NRA Is Making It Easier For African Warlords To Get AK-47s,0
How To Win An Argument That Might Just Save The Planet,1
Move Over Al Gore—A Flowchart Took Your Job,0
ALL KINDS OF WRONG: CNN Pays A Touching Trubute To The Rapists Who Attacked A 15 Year Old Girl,1
The One Where CNN Feels The Need To Sympathize With Sexual Predators,0
Newbie Senator Mansplains The Constitution To Second-Longest-Serving Woman Senator. Justice Ensues.,1
Mansplain-y New Senator Gets Nailed By Lady Senator Who Was Elected While He Was In Diapers,0
Why Your Part In The Steubenville Tragedy Is Bigger Than You Think It Is,1
Want To Prevent Tragedies Like Steubenville? Stop Letting Them Happen.,0
This Is Why I’m Afraid Of My Couch,1
There Could Be Something In Your Home Trying To Kill You Right Now,0
"B.P. Didn't Actually Clean Up The Oil They Spilled, They Just Covered It Up For A Few Years",1
I Guess We Shouldn't Be Surprised That An Evil Oil Company Acted Evilly,0
The 1 Thing That Actually Deserves The Death Penalty,1
This Beautiful Video Wants To End Something Horrible,0
Did AIDS Just Get Cured By A Bunch Of Gamers?,1
A Group Of Gamers May Have Unlocked The Cure To AIDS,0
Stop Turning Everything I Do Into A Political Statement!,1
"Once Upon A Time, There Wasn’t 'Liberal' Beer Or 'Conservative' Beer, There Was Just … BEER",0
NAILED IT: Watch A Really Smart Comedian Destroy A Really Dumb Idea,1
Stephen Colbert Celebrates The End Of Racism — And The Continuation Of Ignorance,0
How Science Allowed A Woman To See The Light,1
"Bless Australia For Giving Us Kangaroos, Crocodile Dundee ... And THE BIONIC EYE?",0
"Why Is It Okay To Show Women Being Tortured On Screen, But Not Doing THIS?",1
Ryan Gosling And I Would Like To Know Why THIS Gets A Lower MPAA Rating Than THAT,0
Offensive Things You Might Say That You Didn’t Realize Were Offensive,1
"No, I Don’t Fake Tan. Yes, My Dad Is White. And Yes, Questions Like This Can Be Annoying.",0
The Tattoo That Misogynist Jerks Think Every Girl Has On Her Thighs,1
"This Evidence Would Never Ever Hold Up In Court (Oh Wait, It Has)",0
These Soldiers Served Their Country. Then THIS Happened?,1
The US Doesn't Want You To Know What It's Doing To Our Vets. It's Pretty Bad.,0
"The Argument To Overturn The CA Gay Marriage Ban Is So Easy A Kid Could Make It. Oh Wait, He Did.",1
What Do 2 Gay Guys And A Conservative Supreme Court Justice Have In Common?,0
Want To Hear A Genius Ruin Politics And Religion In 5 Sentences?,1
"If You Call It ""Flip-Flopping"" One More Time, Carl Sagan Is Gonna Be Pissed",0
Hillary Breaks Down Gay Marriage So People With Extra-Thick Heads Can Understand,1
Can We Hurry Up And Just Elect Hillary As President Yet?,0
Tiny And Terrifying: Why Fate Doesn't Stand A Chance Against These Kids,1
Meet The Cutest People Ever To Spit In The Face Of Fate,0
The Mysterious Early Death Of A Sexless One-Of-Kind 100-Year-Old,1
What Kind Of Environment Could Have Caused Lonesome George’s Sexless Existence?,0
The Love Story Disney Wished It Made,1
An Amazingly Ordinary Love Story,0
These Are Literally The Smallest Apartments You'll Ever See,1
"These People Aren't Vampires, So Why Are They Living In Coffins?",0
Offensive Things You Might Say That You Didn’t Realize Were Offensive,1
Things I've Overheard In The Melting Pot,0
The Most Baller Way To Keep Kids Safe,1
How One American City Is Investing In Its Youth,0
"This Map Won’t Tell You Where You Are, But It Will Tell You How Much NRA Money Is In Your State",1
MAP: How Much NRA Money Is In Your State?,0
Watch This Bride Dump Her Very Important Groom At The Altar,1
"With This Ring, McDonald's, I Thee Wed",0
Why Gardening Is The Most Therapeutic And Defiant Act A Person Can Do,1
Happy Spring! Here’s An Insanely Inspiring Video About Things That Grow.,0
You Won't Believe What The Happiest Man Alive Does For A Living,1
How To Be The Happiest Person On Earth,0
The People With The Most Power In The World Actually Believe This Really Horrible Thing,1
The Simplest Way To Think Your Way Out Of Wall Street's Awful Economic Dogma,0
"These Christians Are Advocating The Government Do Something, And I'm Actually Not Outraged. At All.",1
Why The Jobs Crisis Isn't Just Some God Of Economics Testing Our Faith In Fiscal Austerity,0
I Would Hire Any Of These Kids In A Heartbeat. To Be My Boss.,1
Fate Says These Kids They Won't Amount To Anything. Good Thing They Aren't Listening.,0
The Single Greatest Gift For A Woman,1
How Did 3 Geniuses Combine Purses With Saving The Planet?,0
I Don't Like Being Lied To. Neither Did This Documentary Crew.,1
Thank Goodness B.P. Cleaned Up Their Oil Spill. Now These Lovely Birds Can … Keep Dying?,0
This Is Pretty Much One Of The Coolest Anti-Hate Things I've Ever Seen,1
"I Really, Really, Really, Really, Really, Really Wish This Was What The World Was Like",0
These Journalists Are Going To Be in SOOOOOOO Much Trouble For Doing This...,1
The Liberal Journalists Even Republicans Would Love,0
Meet The Students Who Launched The Mother Of All PR Campaigns,1
The “ism” that desperately needs some love,0
"If My Dentist Caught Me Showing People This, He'd Slap Me In The Face",1
"Is That A Soda In Your Pocket, Or Are You Just Happy To See An Early Grave?",0
Possibly The Most Devastating Response I've Ever Seen In An Immigration Debate,1
Live Immigration Debate Goes Viral When Back-To-Back Questions Get Spectacularly Demolished,0
SWOON: Watch This Star Calmly Blow Apart Any Argument That We Can't Solve Poverty In One Generation,1
Why Is This Rockstar Calling Himself An 'Insufferable Little Jumped-Up Jesus'?,0
"And One Of These Days, Someone Will Realize This Is Racist",1
You're Telling Me They Couldn't Find An Actual Native American To Put On This Cover?,0
Why Women (And Men) Love This Picture So Much,1
Something REALLY Sexy Is Happening At This Store,0
Remember Sandy Hook? Apparently The Senate Doesn't.,1
The NRA Claims It's Latest Victim. Say Goodbye To Background Check Reform.,0
WTF: Why You're Way More Likely To Get Arrested At The End Of An Officer's Shift,1
So Messed Up: Why You're Way More Likely To Get Arrested At The End Of An Officer's Shift,0
Remember Sandy Hook? Apparently The Senate Doesn't.,1
"Say What You Will About The NRA, But They Sure Do Scare The Hell Out Of Senators",0
"A Very Un-Sexy, Sexy Teen Thriller",1
And You Thought The 'I Know What You Did Last Summer' Franchise Couldn't Get Any Sexier,0
The Infographic That Made Me Sick And Angry In That Order,1
1 Horrific Problem Summed Up In 6 Simple Graphics,0
50 Shades Of Wrong: Why You're Way More Likely To Get Arrested At The End Of An Officer's Shift,1
The Secret Reason Why You're Way More Likely To Get Arrested At The End Of An Officer's Shift,0
An Open Letter To All Dudes Who Have Ever Had A Drunk Girl Passed Out On Their Couch,1
"SCIENCE FACT: If There's A Drunk Girl Passed Out On Your Couch, That Doesn't Mean She's Into You",0
Hey Bros: Check Out What This Bro Did When He Found A Drunk Girl Passed Out On HIs Bro Couch,1
"The Shortest PSA On How To Handle Drunk Girls Passed Out On Your Couch, EVER",0
About To Start An Argument Over Israel and Palestine? Watch This Video First. ,1
This Guy Lives In A War Zone. So What's He Smiling About?,0
"Are You Kidding Me, America? How Is This Even Still An Issue?",1
Why Can't The United States Supreme Court Be As Cool As The Supreme Court Of Mexico?,0
"Never Thought I'd Say This, But These Eggs Eat Poo And They're Gorgeous",1
Human Waste + Science = Art?,0
People All Across The World Are Demanding This One Thing That The U.N. Says They Can't Have,1
SHOCKER: Actual Humans Living Under Corrupt Leaders Want More Than Just Being Not-Starving,0
Should A Parent Listen To Their Kid In This Situation?,1
Would You Sacrifice This Much For Your Kid's Education?,0
A Head-Slappingly Simple Strategy That Might Just Reduce The Crime Rate,1
A Strategy To Combat Crime That McGruff Wished He Thought Of,0
Advice From Parents On Preparing For That Horrible Day You Know Is Coming,1
A Pair Of Brothers Make Their Parents Cry. And It’s Beautiful.,0
"Never Thought I'd Say This, But These Eggs Eat Poo And They're Gorgeous",1
I Can't Take My Eyes Off Of This Beautiful... Sewage Treatment Plant?,0
"This 9-Year-Old Has Blown Away The Minds Of Millions, Will You Be Next?",1
"Does Your Life Need More Meaning? Here, This 9-Year-Old Can Help.",0
The Olympic Marathon Runner Who Outran His Own Murder,1
Meet The Man Who Outran Death To Make The Olympics,0
When Will We Start Treating Guns More Like Bananas?,1
One Simple Way To Instantly Reduce Violence Around The Globe,0
"Starbucks CEO Serves A Grande Cup Of ""Shut The Hell Up"" To Anti-Gay Marriage Activist",1
67 Seconds Of Starbucks CEO Standing Up For Gay Marriage,0
This Supreme Court Justice Just Asked A Rhetorical Question That Might Tear Down Prop 8,1
This Supreme Court Justice Might Be The Deciding Vote On Prop 8. His Quote Makes Me Very Hopeful.,0
This Girl's Middle School Photography Project Will Steal Your Breath Away,1
This Girl Makes Me Want To Dump My Thanksgiving Dinner On Columbus' Head ,0
"If Gay Marriage Isn't Constitutional, Neither Is Straight Marriage If You're Older Than 55",1
What's The Point Of Getting Married If We Aren't Going To Have A Ton Of Kids?' Asked NOBODY,0
"What The Craziest Thing About The Fact That Humans Exist? I Don’t Know, But I Bet It’s In Here.",1
How Do You Go From An Amoeba To A Global Superpower? Like This.,0
"She Had One Year To Live, And This Is How She Did It",1
Doctors Could Have Prolonged Her Life. She Chose To Live It Instead.,0
I’ve Never Had A Pie Chart Make Me Gasp Before,1
"This Isn't A Pie Chart, It’s A Big Fat Raspberry",0
Did The Supreme Court Just Legalize Gay Marriage? Well... Sort Of.,1
The Supreme Court Did What They're Paid To Do. Talk About Stuff. Here's The Abbreviated Version.,0
"This Doctor Had A Breakdown, Saw A Therapist, And Ended Up Changing, Like, Millions of Lives",1
"This Amazing Storyteller Can Change The Way You Live, Love, Work, And Parent",0
Why Going Off The Grid Isn’t Just For Conspiracy Theorists Anymore,1
Don't Want To Go Solar To Save The Environment? Go Solar To Save The Wallet.,0
This Isn’t Just A Car: It’s The End Of Gasoline As We Know It,1
The Future Of The Auto Industry Is Right Between Your Nostrils,0
"When Your Carbon Footprint Needs A Commercial, Your ‘Feet’ Are Too Damn Big",1
NERD ALERT: The Climate Action Superhero You Didn’t Know You Were Waiting For,0
"This Doctor Had A Breakdown, Saw A Therapist, And Ended Up Changing Lives",1
"This Doctor Had A Breakdown, Saw A Therapist, And Ended Up Changing My Life",0
A Supermodel Hemorrhages During Childbirth And Turns Her Experience Into An International Campaign,1
See What Can Happen When A Safe Place To Give Birth Isn’t A Guarantee,0
Check Out The Idea That's Got This Guy's Seal Of Approval,1
A Very Playful Clean Energy Idea,0
"Some Ideas About Our Economy That Are Bound To Make The Wall Street Journal Very, Very Upset",1
A Few Bold Ideas That Might Just Solve Climate Change And Unemployment At The Same Time,0
"OMG. Google ""Tucker Carlson"" And ""Gay Marriage""",1
10 Democratic Senators To The Right Of Tucker Carlson,0
Why Do Men Think THIS Is OK?,1
The Gross Stuff Men Say To Women,0
Pin This Up In Your Mind. Then You'll Never Forget It.,1
Psst! I Just Solved All Wars.,0
Jennifer Lawrence Summarizes Everything That’s Wrong With Our Culture Today In 1 Sentence,1
What Could Hollywood Do To Change The Lives Of Half The Population?,0
You Won’t Believe What This Guy Does In His Spare Time,1
SHUDDER: Can We Deport This Guy Instead?,0
Why The Cheesecake Factory Is Conspiring Against You,1
The Great American Food Conspiracy,0
These Canadians Seem To Have A Better Sense Of America's Mistakes Than Americans Do,1
This Is The Way The World Ends: Not With A Bang But With A REALLY Awkward Phone Call,0
How To Eat To Live Instead Of Living To Overeat,1
Why The Cheesecake Factory Is Conspiring Against You,0
"OMG. Google ""Tucker Carlson"" And ""Gay Marriage""",1
