Headline,Attentio Score
This Guy Says Plants Can Change People. So What If He Plants A Garden In A Gang-Ridden Neighborhood?,-4.177718139
How Kids Are Playing With Something Far More Dangerous Than Guns Every Day At School,-3.075421249
The Surprising And Creepy Place Where Men Still Act Like They Own Women,-3.657172922
George Washington Took This Little Secret To His Grave.,-4.080381991
Our Nation's Capital Has A Secret. And It's Dirtier Than You Can Possibly Imagine.,-3.794015807
DC's Dirty Little Secret About Fish And Sex.,-3.916146723
The Mainstream Media Is Too Busy Covering War To Show You THIS,-4.022175758
Our Nation's Capital Has A Secret. And It's Dirtier Than You Can Possibly Imagine.,-3.68085414
A Bunch Of Nerds Got Tired Of Cyberbullies So They Used Their Powers Of Science To Fight Them,-3.880473605
A Bunch Of Nerds Got Tired Of Cyberbullies So They Used Their Powers Of Science To Fight Them,-3.484243739
"A Bunch Of Nerds Got Tired Of Cyberbullies, So They Used Their Powers Of Science To Fight Them",-3.572382356
The Little Girl's Toy That Thousands Of Grown-Ass Men Can't Wait To Play With.,-3.415641366
What Lots Of Teachers Think But Are Scared To Say,-3.450615095
The Little Girl's Toy That Thousands Of Grown-Ass Men Can't Wait To Play With.,-3.087644557
Dear Straight People: We Have To Talk,-3.254772002
"If You Like Big Ideas, Then This Guy Has Got THE BIGGEST Idea You've Ever Heard",-3.88968848
"They Had Polio And The Black Plague, We've Got This To Deal With",-3.47712269
Rape Culture Is Alive And Well In America Because Of These 6 Things,-3.241895219
The People We Love And Read About Are The Same People Destroying America,-3.807373348
One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,-2.797023399
"The One Word You Can’t Put On Your Package, If You Want It Delivered On Time",-3.637999411
"Only One Major City Wasn't Rioting The Day Martin Luther King Jr. Was Shot, And This Is Why",-3.682104733
Meet The Woman Who Has A 20% Chance Of Living Because Of One Company's Greed,-3.930704556
"Only One Major City Wasn't Rioting The Day Martin Luther King Jr. Was Shot, And This Is Why",-3.634023634
Jon Stewart Pins Down The Right Wing Media With Their Own Words,-3.144966838
An Iraq War Veteran Provides A Shocking Demonstration With His Weapon,-3.73074763
Finally: A Kid’s Show That Isn’t Peddling Obesity And Actually Respects Kids,-3.828111033
"It's Hard Enough Convincing Some Women They Need Feminism, So When A Dude Gets It...",-3.393312978
It's Annoying When Rock Stars Complain About Their Fans. But Not When They Do It Like This.,-2.622051092
Are These REALLY The Most Dangerous People In America?,-4.007771205
I Hate When Rock Stars Complain About Their Fans. But Not When They Do It Like This.,-2.562764758
8 Things Women Want That Most Men Take For Granted,-3.25397356
Rapper Brags About Being Arrested. Because He Was Arrested For Doing Something Really Good.,-3.439605986
Watch Roger Ebert Tell A Sanctimonious White Dude To Shut His Preachy Race-Obsessed Pie Hole,-3.18537987
See The Video That Got This Terrific Tree Hugger Fired,-4.198921639
"WTF: Lindsay Lohan Might Never Go To Jail, But These Hardworking Kids Totally Will?",-4.082368371
A White Dude Told Some Asians How To Act Asian. Probably Shouldn't Have Done That Near Roger Ebert.,-3.177286665
Conservative Economist Condescends To A College Kid Studying Science And Gets Schooled In Economics,-3.089329309
Teacher Caught On Camera Making A Student Cry. It’s Actually Pretty Amazing.,-3.127681676
Remember Sandy Hook? Apparently The Senate Doesn't.,-4.334224906
I Wish America Could Follow The Advice On The Dollar Bill As Well As Europe Can,-3.881299423
College Kid Forced To Remind Know-It-All Economist That He's Actually Not A Scientist,-3.168303251
This Would Almost Be Funny If It Wasn't Spreading Lies And Homophobia,-4.241948284
College Kid Forced To Remind Know-It-All Economist That He's Actually Not A Scientist,-3.21126399
The Scariest Horror Film Of The Year Is Actually A Documentary,-4.006973084
College Kid Forced To Remind Know-It-All Economist That He's Actually Not A Scientist,-3.22334582
"This Filmmaker Could Have Been Killed At Any Moment, But He Kept The Camera Rolling Anyway ",-3.548042093
Can You Guess What All These Incredible Women Have In Common?,-5.286698403
"This Filmmaker Could Have Been Killed At Any Moment, But He Kept The Camera Rolling Anyway",-3.387072594
You Don't Need To Speak A Foreign Language To Understand How Insane This Is,-3.750810412
A Young Boy Goes Missing And One Person Waits An Entire Lifetime For His Return,-4.454216637
A Young Boy Goes Missing And One Person Waits An Entire Lifetime For His Return,-4.195519861
A Young Boy Goes Missing And One Person Waits An Entire Lifetime For His Return,-4.525581305
Check Out This Hilarious But Real Prank A Bank Pulled On Men,-4.033827022
Do You Know Which College Majors Have The Highest And Lowest Employment Rates?,-4.243271538
"Wow, The Newest Anti-Gay-Marriage Arguments Are Getting Even Crazier",-3.929435737
What’s The Most Quietly Despised One-Fifth Of America Nobody’s Talking About?,-3.520600844
America Put This Famous Gay Space Dude In Jail When He Was 5 Years Old. Now He's On Broadway?,-4.361313593
America Is #1 In A Lot Of Things. This Shouldn’t Be One Of Them.,-4.094477887
America Put This Famous Gay Space Dude In Jail When He Was 5 Years Old. Now He's Going Where?,-3.821859224
America Is #1 In A Lot Of Things. This Shouldn’t Be One Of Them.,-3.948287654
Now Here’s A President Who Gets Kids,-3.855949975
America Put This Famous Gay Space Dude In Jail When He Was 5 Years Old. Now He's Going Where?,-3.656724628
This Is What Happens When You Put A 5-Year-Old In Jail?!?!,-3.779905041
Why You Should Never Dance In Front Of A Former President. Especially If He’s Stoned,-3.674728708
"Here's How Immigration Works, And I Still Don't Get It",-4.286433081
This Rapper Just Schooled Us All. Incredible.,-4.155598374
"This Might Be Why I Thought ""Harry Potter"" Was Written By A Dude For So Long",-3.666257066
"If You Enjoy When Rich People Fail, You’ll Love This Chart",-3.920180122
"This Doctor Went Underwater, And She Emerged Sopping Angry",-4.141220484
"If Every State Did This One Thing, More Women Would Be Alive Today",-4.26306568
This Man Thought He Was Going To Die. His Daughter Was Thinking Something Else Entirely.,-3.44528448
The Random Internet Quote Guaranteed To Give You The Chills,-3.901311637
Hello Africa. Have You Picked Yourself Off The Floor Yet?,-3.841167656
"Like Being A Woman In America Isn't Hard Enough, Now We Have To Worry About This?",-3.473992539
One Comedian Picks On Adele. Then Another Comedian Turns It Into A (NSFW) Teaching Moment.,-3.323377333
What Do Facebook And Wal-Mart Have In Common?,-3.946654449
Watch The Best TV Show Ever Destroy American Educational Policy In Less Than 2 Minutes,-3.618936283
"When This Guy Stopped Worrying About Looking Normal, He Became Superhuman",-3.455633879
Watch The Video That Coca-Cola And McDonald's Hope You Never See,-3.334259241
"If Homophobes And Bigots Are Getting You Down, Give Yourself A Pick-Me-Up",-3.599513113
There Is Bravery In This World. A 9-Year-Old Kid In Star Wars Pajamas Taught Me That.,-4.060185643
This 9-Year-Old Kid Has More Wisdom In His 'Star Wars' Pajamas Than I Will Obtain In A Lifetime,-3.507877781
That Thing They Teach You About In Health Class Isn't Nearly As Dangerous As It Used To Be,-3.850839284
This 9-Year-Old Kid Has More Wisdom In HIs 'Star Wars' Pajamas Than I Will Obtain In A Lifetime,-3.122783216
This 9 Year Old Kid Has More Wisdom In HIs 'Star Wars' Pajamas Than I Will Obtain In A Lifetime,-3.391289303
We Couldn't Decide Wether Or Not To Accuse Google Of Not Caring About Your Privacy In This Headline,-4.512348433
"What Does It Mean To NOT Be A Girl? Everything, apparently. ",-3.629793666
"I Can't Believe Kids Aren't ALREADY Learning This In School. No Wait, Yes I Can.",-3.620797247
Does Anyone Have Mark Zuckerberg's Cell Number? Something Awful Might Happen To Your Facebook Stuff.,-3.324457422
"I Can't Believe Kids Aren't ALREADY Learning This In School. No Wait, Yes I Can.",-3.562136698
"I Can't Believe Kids Aren't ALREADY Learning This In School. No Wait, Yes I Can.",-3.48791901
Elizabeth Warren Forced To Lecture Bank Regulator Like He's A Child Who Did Something Awful,-3.942341333
"Hey, Bank Regulators: If You Are Gonna Be Questioned By Senator Warren, Don't Ever Say This",-3.477317979
Watch A Bank Regulator Squirm As Senator Warren Holds Him Accountable For His Awful Words,-3.631213812
Sigh. Elizabeth Warren Embarrasses Bank Regulators To Their Faces. Again.,-3.65279667
Sigh. Elizabeth Warren Embarrasses Some Bank Regulators To Their Faces. Again.,-3.716437398
Sigh. Elizabeth Warren Embarrasses Some Bank Regulators To Their Faces. Again.,-3.578486215
" If You Hate It When Companies Get Away With Not Paying Taxes, Here's A Way To Vent Productively",-4.429693077
A Terrified Child Genius Saves His Own Life With Engineering Skills,-3.143042778
" If You Hate It When Companies Get Away With Not Paying Taxes, Here's A Way To Vent Productively",-4.578369798
" If You Hate It When Companies Get Away With Not Paying Taxes, Here's A Way To Vent Productively",-3.901898937
" If You Hate It When Companies Get Away With Not Paying Taxes, Here's A Way To Vent Productively",-4.240044764
I Dare You To Watch This And Hold Back The 'Hoo-ah!',-3.944209692
I'm Finding It Really Hard To Say Something Nice About This Horribly Well-Designed Map,-3.738802763
I Dare You To Watch This And Hold Back The 'Hoo-ah!',-3.800599704
"If You Hate It When Companies Get Away With Not Paying Taxes, Here's A Way To Vent Productively",-4.455956019
How Have I Not Seen This Informercial Before?,-3.81447503
"If You Can Guess How Much BP Paid In Taxes In 2010, I'll Pay You Double What They Paid",-3.676205493
This Is What Bigoted People Sounded Like Less Than 10 Years Ago,-3.165247629
Go Ahead. Try To Watch This And Hold Back A 'Hoo-ah!',-4.133602115
Go Ahead. Try To Watch This And Hold Back A 'Hoo-ah!',-4.267550625
What The End Of Your Day Would Look Like If These People Had Their Way,-3.990319542
Watch This Mother Take Down The Gun Lobby In Less Than A Minute,-3.290504536
"This Scottish Crap Might Save The Lives Of 50,830 Americans Every Year",-3.655034991
Watch A Bunch Of American Soldiers Invade Our Own Country. For A Good Reason.,-3.694797162
This Mother And Father Are Smiling. But What She Has To Say Will Tear You Apart.,-3.192597481
"If BP Made $36 Billion In 2010, And Their Tax Rate Is 35%, How Big Was Their Tax Bill?",-4.212044365
"When You Ask People Who Their Favorite Superhero Is, A Pattern Starts To Emerge...",-4.058874383
Do You Know The REAL Feminist History Of One Of The Toughest Lady Superheroes Of All Time?,-3.61778018
This Is Why Journalism Has Sucked For The Past 20 Years,-3.275468661
This Is What Bigoted People Sounded Like Less Than 10 Years Ago,-2.92568843
Watch A Bunch Of American Soldiers Invade Our Own Country. For A Good Reason.,-3.849394164
"Dear Boston, We Want You To Know We Totally Have Your Back",-4.088145613
She Thought She Was Alone Until She Shared Her Music With The World,-3.948573115
Guess What? I Just Discovered The Trick To Paying No Taxes!,-3.846627848
Patton Oswalt's Much Needed Love Letter To Boston And The Rest Of Humanity,-3.673398799
2 People Described The Same Person To A Forensic Artist And This Is What Happened,-2.809482747
Why You’re Being Smart For Not Liking This Little Girl,-2.869691553
This Guy Takes On The Topic That’s Got So Many Of Us Stark Raving Squeamish,-3.93110582
I Wish All The People Who Love Gay Rights Would Just Stop Talking On Friday,-4.499224704
She Has Two Fathers And It Makes Her So Happy She’s Singing About It,-4.542073248
"What’s This Straight, White Dude Carrying That Made Him A Hero To Many?",-3.938397777
"The 1 Chart That Most Sane, Reasonable Folk, And Taco Bell, Will Be Really Happy About",-5.063860055
CHART: Proof Americans Have More Common Sense Than Ever Before,-4.815293166
"Want Another Reason To Turn Off Fox News? You’re Welcome 
",-4.855114167
Her Parents Are Cool And Sometimes Strict And Definitely Both Dads,-4.724712679
"If You Watch This Video, You Probably Won’t Need To Turn On Fox News For A Few Months",-4.286180597
"Mr. Rogers Said, 'Look For The Helpers.' They’re Hard To Find In This Video.",-4.123761102
The Future Of Marriage Equality In One Stunning Chart,-4.720686504
If You Saw Someone Bullying A Kid For Being Gay Would You Speak Out? Me Too. Unless It's Friday.,-4.770143548
A White Dude Told Some Asians How To Act Asian. Probably Shouldn't Have Done That Near Roger Ebert.,-4.058842014
If You Saw Someone Bullying A Kid For Being Gay Would You Speak Out? Me Too. Unless It's Friday.,-4.467002211
"Keeping Track Of How Many Lives Rap Music Has Saved? If So, Add This Girl To Your List.",-4.846016578
The Most Inspiring Slab Of Concrete You’ll See Today,-5.157756718
If You Saw Someone Bullying A Kid For Being Gay Would You Speak Out? Me Too. Unless It's Friday.,-4.731146515
If You Saw Someone Bullying A Kid For Being Gay Would You Speak Out? Me Too. Unless It's Friday.,-4.133753795
"Sometimes Corporate Tax Breaks Are Cartoonishly Unfair. This Time, For Instance.",-4.738677993
"If ‘Lolita’ Were Ever To ‘Hitchhike’ With A ‘Stranger’ To An ‘Animal Farm,’ It Would Look Like This",-4.798249275
"Ohhhh, So THIS Is What A Grown-Up Government’s Supposed To Look Like",-4.574710979
This Is What It Looks Like When Education Becomes Exploitation,-5.143233416
These Talented Artists Said Everything By Saying Almost Nothing At All,-4.963203182
You Know What The Founding Fathers Said About Your Right To Bear Arms? This.,-3.98178435
"Sometimes Corporate Tax Breaks Are Cartoonishly Unfair. This Time, For Instance.",-4.468237571
You Know What The Founding Fathers Said About Your Right To Bear Arms? This.,-3.728549706
You Know What The Founding Fathers Said About Your Right To Bear Arms? This.,-3.929393387
The City Of Boston Sings The Most Heartfelt Rendition Of The National Anthem I've Ever Heard,-4.253947722
